id,text,anger,disgust,fear,joy,sadness
afr_test_track_c_00322,Those fears and uncertainties led to decades of resistance.,,,,,
afr_test_track_c_00323,"As a result, additional roles are created for agriculture over time.",,,,,
afr_test_track_c_00324,The Western Cape is the heartland of the South African oyster industry with about 70% of the total production taking place here.,,,,,
afr_test_track_c_00325,This gave rise to certain activities.,,,,,
afr_test_track_c_00326,These and many other initiatives are part of a comprehensive passenger transport strategy combining road and rail.,,,,,
afr_test_track_c_00327,"Under the present circumstances, it is necessary for our self-esteem so that we can face the future with confidence.",,,,,
afr_test_track_c_00328,I want to tell you that each and every one of you here tonight is a winner.,,,,,
afr_test_track_c_00329,"However, I would like to say to you as beneficiaries that being able to farm is not a right, it is a privilege.",,,,,
afr_test_track_c_00330,There is still a deep debate surrounding the intent of certain articles in the Constitution of the Republic of South Africa.,,,,,
afr_test_track_c_00331,"We aim to increase the number of matriculated students with university admission to 175,000 per year by 2014.",,,,,
afr_test_track_c_00332,"Several projects are already being considered, and informally the consent and cooperation of certain central players has already been obtained.",,,,,
afr_test_track_c_00333,The use of a person's mother tongue is seen as a universal human right.,,,,,
afr_test_track_c_00334,"In the process, as a group, they had to give up their exclusive right to power and access to economic advantages.",,,,,
afr_test_track_c_00335,"That is, if, hopefully, its repression by over-centralization and the application of outdated ideology by the majority is not allowed here.",,,,,
afr_test_track_c_00336,And the abuse of women and children continues at an unacceptably high rate.,,,,,
afr_test_track_c_00337,There is too much crime in our communities.,,,,,
afr_test_track_c_00338,You should further train yourself through the programs provided by the Department of Agriculture.,,,,,
afr_test_track_c_00339,Grades 11 and 12 will follow in 2005 and 2006 respectively.,,,,,
afr_test_track_c_00340,No attempts to overthrow public order for the sake of selfish self-interest will be tolerated.,,,,,
afr_test_track_c_00341,That the family hands that are supposed to take care of the child are used to commit violent crimes.,,,,,
afr_test_track_c_00342,"If the national government that makes the laws cannot sort out the mess, the Western Cape government will intervene.",,,,,
afr_test_track_c_00343,One of the farm worker development initiatives that I'm extremely proud of is firmly built on partnerships.,,,,,
afr_test_track_c_00344,I tried not to stumble; I made a few missteps along the way.,,,,,
afr_test_track_c_00345,I hope that this Congress will give further impetus to informed and calculated actions and action plans.,,,,,
afr_test_track_c_00346,I do so with mixed feelings - intense sadness and great anxiety.,,,,,
afr_test_track_c_00347,"In 2003, the owner, Pieter Naude of Denau Farm, founded the Denau Workers Trust, which consists of 118 beneficiaries.",,,,,
afr_test_track_c_00348,Improving governance also means that we need to have a reliable database of social dynamics within our nation.,,,,,
afr_test_track_c_00349,We must also accept that the elimination of poverty is vital to restoring the dignity of our people.,,,,,
afr_test_track_c_00350,They then daily convey the message that hard work brings success.,,,,,
afr_test_track_c_00351,"At the time of her death, we knew that Mama Adelaide Tambo had been discharged from the hospital shortly before.",,,,,
afr_test_track_c_00352,CASIDRA must only implement the project and purchase the capital items.,,,,,
afr_test_track_c_00353,Surely the visitors will want to know about it!,,,,,
afr_test_track_c_00354,I must congratulate you on the feast.,,,,,
afr_test_track_c_00355,Probably the best comment was that the Budget was both boring and predictable.,,,,,
afr_test_track_c_00356,Your industry is a very important player in the agricultural sector in the Western Cape.,,,,,
afr_test_track_c_00357,"I would now like to give you the opportunity to speak to me, the Deputy Minister and others on this.",,,,,
afr_test_track_c_00358,Now let us build that nation.,,,,,
afr_test_track_c_00359,"If desired, you may use the accompanying form to show that you have read about it in the NALN Newsletter.",,,,,
afr_test_track_c_00360,"This year, therefore, has already produced a solid quota of special guests.",,,,,
afr_test_track_c_00361,She is then like a fairy: she must look much more beautiful and dignified than this!,,,,,
afr_test_track_c_00362,"In this regard, where necessary, we will find creative ways to raise funds.",,,,,
afr_test_track_c_00363,"On Sunday afternoon we have an appointment with Bennie Liebenberg, conductor and patron of the Thabure Wind Orchestra.",,,,,
afr_test_track_c_00364,We would like to thank our friends and comrades in the international community for their struggle with us to win our freedom.,,,,,
afr_test_track_c_00365,It is therefore of the utmost importance that NALN's interaction with reading circles be maintained and actively developed.,,,,,
afr_test_track_c_00366,"The great concern, however, is that these homicides come primarily from the specific home in which the victim stayed.",,,,,
afr_test_track_c_00367,The State of the Union address provides a broad overview of our action plan.,,,,,
afr_test_track_c_00368,"Therefore, we are forced to scale back our outlook for growth and job creation.",,,,,
afr_test_track_c_00369,"One of them was written on May 28, 1924, by J. du P. Scholtz from Nassau-kade 369, Amsterdam, to Hiemstra.",,,,,
afr_test_track_c_00370,I am aware that there are also concerns about the quality of the water in the Breyer River.,,,,,
afr_test_track_c_00371,And she reassured him and assured him that she could settle everything.,,,,,
afr_test_track_c_00372,"In the next few months leading up to the national and provincial elections, we will seek to carry out our general mandate.",,,,,
afr_test_track_c_00373,"Hiemstra later wrote: ""If I had done nothing else in my life but serve M.E.R.",,,,,
afr_test_track_c_00374,It's not a good story.,,,,,
afr_test_track_c_00375,This figure excludes the contribution that barley and especially rye can make to the production of ethanol.,,,,,
afr_test_track_c_00376,It was inherited after the Second War of Independence.,,,,,
afr_test_track_c_00377,It is now my privilege to declare this facility open.,,,,,
afr_test_track_c_00378,"From Rikie Postma's pen, articles appeared in almost every African magazine and daily newspaper of the time.",,,,,
afr_test_track_c_00379,"In the first war, they were called redcoats and tommies.",,,,,
afr_test_track_c_00380,"Our economy has become more accessible, and since 1994 it has simultaneously become more integrated into the global system.",,,,,
afr_test_track_c_00381,The full impact of this technique will still hit our people in time.,,,,,
afr_test_track_c_00382,Production loans can be obtained on the same principle.,,,,,
afr_test_track_c_00383,"Schoeman, ""the gift of African literature to Africa"", needs to be rediscovered and revalued.",,,,,
afr_test_track_c_00384,Tourism is today one of the Western Cape's greatest assets.,,,,,
afr_test_track_c_00385,Keep making us proud of what you do.,,,,,
afr_test_track_c_00386,"Although that convention defined the territorial integrity of South Africa as we know it today, it was based on racial oppression and exclusion.",,,,,
afr_test_track_c_00387,Albertine her to contribute to his series Children of the World.,,,,,
afr_test_track_c_00388,It was considered noteworthy that he made the journey by passenger boat from Dutoitspan to Cape Town in five days and four hours.,,,,,
afr_test_track_c_00389,"After the local elections of March 2006, induction programs were offered immediately, as 62% of all mayors were new.",,,,,
afr_test_track_c_00390,"Churches and the private sector should also be involved, for example.",,,,,
afr_test_track_c_00391,Other types of facilities also need to be investigated.,,,,,
afr_test_track_c_00392,The application is in the final stages awaiting approval from the national Department of Agriculture before implementation.,,,,,
afr_test_track_c_00393,The problem is usually one rotten apple that makes it difficult for all of us.,,,,,
afr_test_track_c_00394,"For many years, very little has been done for the successful development and capacity building of farm workers.",,,,,
afr_test_track_c_00395,"Finally, I would like to warmly congratulate the African Language Museum and Monument on their 30th anniversary.",,,,,
afr_test_track_c_00396,"For both PKR work and residue determinations, water purification of a particular degree is required.",,,,,
afr_test_track_c_00397,We require excellence and hard work.,,,,,
afr_test_track_c_00398,"As a result, much of the project was devoted to the protection of children's and women's rights.",,,,,
afr_test_track_c_00399,"Unfortunately, we were not cut.",,,,,
afr_test_track_c_00400,This is mainly due to the purchasing power of the African market.,,,,,
afr_test_track_c_00401,Communication as VF is dependent on party structures.,,,,,
afr_test_track_c_00402,Good luck with your achievement so far and all the success with your plans for the future.,,,,,
afr_test_track_c_00403,"However, it is essential that all businesses become more energy efficient.",,,,,
afr_test_track_c_00404,"Welcome launched a program he calls Ziphathe (""grab it"").",,,,,
afr_test_track_c_00405,He wears expensive Italian shoes and drives a luxury four-wheel-drive vehicle up the mountain.,,,,,
afr_test_track_c_00406,"I stand before you tonight, 20 years after President Nelson Rolihlahla Mandela walked out of prison a free man.",,,,,
afr_test_track_c_00407,We have our own distinction that we acknowledge and tell our offspring.,,,,,
afr_test_track_c_00408,"Southern Africa has the potential of resources, but lacks knowledge and entrepreneurs.",,,,,
afr_test_track_c_00409,"However, there are also other challenges that we need to take into account within the agricultural playing field.",,,,,
afr_test_track_c_00410,J. P. Toerien van Bergvliet does not add any further information to his large dossier.,,,,,
afr_test_track_c_00411,You should know that the pressure is now great and that the challenges are now ahead.,,,,,
afr_test_track_c_00412,The Civil Service should respond to the call to characterize this term by faster action and better performance by the State.,,,,,
afr_test_track_c_00413,It goes without saying that everyone here is very proud of the school.,,,,,
afr_test_track_c_00414,Prince looks exactly like a woodcutter.,,,,,
afr_test_track_c_00415,Rural development is another focus that will receive a lot of attention.,,,,,
afr_test_track_c_00416,"Fortunately, Sita did not close her typewriter in 1954: the legend lives on.",,,,,
afr_test_track_c_00417,"Dr. Riana Scheepers, associate editor: fiction of Tafelberg publishers, was the guest speaker at the event.",,,,,
afr_test_track_c_00418,"As a government, we are committed to doing our part as we build the Home for All.",,,,,
afr_test_track_c_00419,"Later in the year, learners in these grades will receive workbooks to help them with literacy and numeracy.",,,,,
afr_test_track_c_00420,We also took a close look at the economic position of our producers and their contribution to overall economic growth in the Western Cape.,,,,,
afr_test_track_c_00421,"As the honourable Members know, we have also significantly increased the number of schools where no tuition is payable.",,,,,
afr_test_track_c_00422,We must give them hope.,,,,,
afr_test_track_c_00423,"At a one-time capital investment of R302 million, the investment realizes a rate of return of approximately 30%.",,,,,
afr_test_track_c_00424,The Prime Minister expects her Ministers to work together and does not tolerate Departments that do not want to work with each other.,,,,,
afr_test_track_c_00425,"Once again, we express our condolences to the Tambo family.",,,,,
afr_test_track_c_00426,The show is also the ideal opportunity to build new contacts.,,,,,
afr_test_track_c_00427,And the abuse of women and children continues at an unacceptably high rate.,,,,,
afr_test_track_c_00428,"It is a luxury that my predecessor, Cobus Dowry, did not always have.",,,,,
afr_test_track_c_00429,"If that means we have to interfere, then we interfere.",,,,,
afr_test_track_c_00430,"Your company, in my view, has a very important role to play in this regard.",,,,,
afr_test_track_c_00431,"However, other spheres of government will also have to come to the table with practical and tangible help for our farmers.",,,,,
afr_test_track_c_00432,Jan Scholtz made his first donation to NALN in 1978: manuscripts and screenplays of his then-popular radio sequences and films.,,,,,
afr_test_track_c_00433,The country's problems are such that there is a tremendous demand for funds from the Treasury.,,,,,
afr_test_track_c_00434,This openness and predictability also enables us to expect higher quality management from government departments.,,,,,
afr_test_track_c_00435,The first key shift that I want to mention is that we're definitely going to pay more attention to research and technology.,,,,,
afr_test_track_c_00436,This made a peaceful transition possible and avoided a struggle that might have been futile anyway.,,,,,
afr_test_track_c_00437,"For example, the idea is that grinding schools and the like will be offered on an ongoing basis.",,,,,
afr_test_track_c_00438,"In public and private institutions, the possibility of criminal schemes that wipe out resources through corruption is always a source of great concern.",,,,,
afr_test_track_c_00439,We need to plan and be prepared.,,,,,
afr_test_track_c_00440,The twenty victims of the train accident had their lights turned off earlier than they should have and under circumstances that are incomprehensible and incomprehensible.,,,,,
afr_test_track_c_00441,"But since I could not read Afrikaans, I did not understand anything.",,,,,
afr_test_track_c_00442,The reason for the latter is set in the low scholastic levels and especially the high levels of illiteracy in farmworker communities.,,,,,
afr_test_track_c_00443,"If our children emigrate abroad as they are doing now because there is no economic space for them to live, they are lost to our people.",,,,,
afr_test_track_c_00444,"Ways must be found to provide convincing, well-founded and educational accountable input.",,,,,
afr_test_track_c_00445,"From these and other examples, we have identified weaknesses that need to be corrected by the respective governmental agencies.",,,,,
afr_test_track_c_00446,"And if so, those words were certainly not the same as those sung today.",,,,,
afr_test_track_c_00447,"The musical ""Kampong"" to be performed tonight is a direct outgrowth of this program.",,,,,
afr_test_track_c_00448,This assistance will be in consultation with the Department of Social Development.,,,,,
afr_test_track_c_00449,It is indeed a special privilege for me to be able to visit you today.,,,,,
afr_test_track_c_00450,It would be premature for me to dictate to any interest group how they should advance their cause.,,,,,
afr_test_track_c_00451,"Following the picture of Aunt Sita, I fell even more in love with her.",,,,,
afr_test_track_c_00452,Hazel and I are privileged to visit you here at Lambert's Bay.,,,,,
afr_test_track_c_00453,I am proud to speak Afrikaans!,,,,,
afr_test_track_c_00454,And the owners were more than willing to transport the settlers in their wagons.,,,,,
afr_test_track_c_00455,May the deliberations of this Congress make a tremendous contribution to the erection of an educational pillar on which such a bridge can rest firmly.,,,,,
afr_test_track_c_00456,"Too often, commercial farmers are seen as the problem and not as part of the solution.",,,,,
afr_test_track_c_00457,"Disease prevention and control depends to a large extent on good information to all farmers, both established and new entrants.",,,,,
afr_test_track_c_00458,Efforts to circumvent or undermine this basic right must be strongly opposed.,,,,,
afr_test_track_c_00459,She lives there because of the previous order that prevented her from being your neighbor.,,,,,
afr_test_track_c_00460,So I'd rather raise certain issues by way of questioning.,,,,,
afr_test_track_c_00461,"South Africa has about 57,980 commercial farms of which 8,352 are in the Western Cape.",,,,,
afr_test_track_c_00462,"Our mother always said the secret of Sarie Marais would be solved after her death"", said the widow.",,,,,
afr_test_track_c_00463,The owner is Osplaas Brd Edms Bpk and consists of 36 shareholders.,,,,,
afr_test_track_c_00464,We have previously reported that some publishers donate manuscripts to NALN.,,,,,
afr_test_track_c_00465,"And we believe that after five consecutive victories, the national soccer team is now preparing with greater confidence to exceed expectations!",,,,,
afr_test_track_c_00466,"In the process, the metal plate facade was removed, and the copper letters of The Friend became visible.",,,,,
afr_test_track_c_00467,The project received its first cattle from the Department of Agriculture in the Western Cape on 6 September 2007.,,,,,
afr_test_track_c_00468,My Department at Elsenburg is ready with a variety of courses specifically aimed at farm workers.,,,,,
afr_test_track_c_00469,We face the same challenges and threats.,,,,,
afr_test_track_c_00470,"At the local government level, we will assist the first 150 of our municipalities in developing anti-corruption strategies.",,,,,
afr_test_track_c_00471,It gives our communities the opportunity to decide whether a prisoner qualifies for parole and under what conditions.,,,,,
afr_test_track_c_00472,All of these things require attention in the time to come.,,,,,
afr_test_track_c_00473,Work has already begun.,,,,,
afr_test_track_c_00474,"I believe the most interesting one is a quote from Winston Churchill when he said, ""I like pigs.",,,,,
afr_test_track_c_00475,Our forewords are also being equipped with new technology that will enable us to better manage them.,,,,,
afr_test_track_c_00476,"If there is any truth in the reports, then the culprits should know that your days are numbered.",,,,,
afr_test_track_c_00477,These are the issues now being addressed by sweeping changes in the criminal justice system.,,,,,
afr_test_track_c_00478,This includes a large petition from people requesting that Miss's Diary be considered for television broadcast.,,,,,
afr_test_track_c_00479,She has an agricultural background and understands commercial agriculture.,,,,,
afr_test_track_c_00480,The department provides higher education to 450 prospective commercial farmers and farm managers per year.,,,,,
afr_test_track_c_00481,We hope that this will be the beginning of a long and fruitful relationship with NALN.,,,,,
afr_test_track_c_00482,The Kranshoek Farmers' Project consists of 15 plus eight sites worked by Kranshoek residents.,,,,,
afr_test_track_c_00483,"On this great day, I would also like to highlight the role of the late Mrs Helen Suzman.",,,,,
afr_test_track_c_00484,Task forces are currently working in many areas.,,,,,
afr_test_track_c_00485,Interesting to linguists are all of Hiemstra's notes for the editions of the Bilingual Dictionary that he edited.,,,,,
afr_test_track_c_00486,"However, these figures are not the true picture.",,,,,
afr_test_track_c_00487,"For yes, perhaps you have already guessed: the aunt was none other than the beloved Tiny Holloway!",,,,,
afr_test_track_c_00488,The result is a reduction in income that can lead to people being fired and losing their income.,,,,,
afr_test_track_c_00489,I was interested in practically nothing else.,,,,,
afr_test_track_c_00490,But it is only the beginning.,,,,,
afr_test_track_c_00491,"There must be veterinarians, agricultural engineers, and forecasters to support the agricultural sector and its workers.",,,,,
afr_test_track_c_00492,"Good progress was made to reach the first goal of R500,000.",,,,,
afr_test_track_c_00493,"We must realize that without this partnership, we will make no progress and undermine the development agreement.",,,,,
afr_test_track_c_00494,Language is a basic human right.,,,,,
afr_test_track_c_00495,"Our focus should be primarily on training personnel, combating corruption and focusing on political maturity.",,,,,
afr_test_track_c_00496,We at the Department of Agriculture in the Western Cape have also made certain adjustments to successfully share these challenges.,,,,,
afr_test_track_c_00497,It now becomes a matter of political will to make things work.,,,,,
afr_test_track_c_00498,The resulting loss of expertise is currently creating a great vacuum.,,,,,
afr_test_track_c_00499,South Africa belongs to all who live in this beautiful country of ours.,,,,,
afr_test_track_c_00500,This book was the very first boarding school book for girls in Afrikaans.,,,,,
afr_test_track_c_00501,My experiences during the twenty-five years of teaching were m.i.,,,,,
afr_test_track_c_00502,We also need the help of our commercial farmers and entrepreneurs to create jobs.,,,,,
afr_test_track_c_00503,We work hard to ensure that everyone in South Africa feels safe and secure.,,,,,
afr_test_track_c_00504,She was here last September and has just visited again.,,,,,
afr_test_track_c_00505,This includes the development of a policy on the development of marginalized indigenous languages in the province.,,,,,
afr_test_track_c_00506,But with this freedom comes responsibility.,,,,,
afr_test_track_c_00507,The Constitution itself created a powerful mechanism in the form of the Constitutional Court.,,,,,
afr_test_track_c_00508,"As you may know, far-reaching powers have been given to boards of control, powers enshrined in our legislation.",,,,,
afr_test_track_c_00509,"Numerous defects shortened the government office: the summer heat made it cramped and hot, for the ventilation of the rooms was poor.",,,,,
afr_test_track_c_00510,"Prof. Beukes, again, helped negotiate that Mikro's legacy be preserved here.",,,,,
afr_test_track_c_00511,"The list is already beginning to feel like an inventory or a stock-taking, but it's not over yet!",,,,,
afr_test_track_c_00512,Special emphasis is placed on children's and women's rights.,,,,,
afr_test_track_c_00513,I want to emphasize again that we cannot do this alone.,,,,,
afr_test_track_c_00514,I would ask you to choose your contractor carefully.,,,,,
afr_test_track_c_00515,Let's stop buying stolen goods.,,,,,
afr_test_track_c_00516,Please talk to me if you have any problems and then we'll see if we can solve them together.,,,,,
afr_test_track_c_00517,This conference was well attended by many organizations and role players.,,,,,
afr_test_track_c_00518,"I'd like to conclude with two final examples, social issues.",,,,,
afr_test_track_c_00519,"The constitutional provisions relating to language rights must be complied with promptly in letter and spirit, also by the SAUK.",,,,,
afr_test_track_c_00520,"Next year, the nursery will be expanded to grow lavender, rosemary, hoodia, and boogoe.",,,,,
afr_test_track_c_00521,Only thanks can we open our doors.,,,,,
afr_test_track_c_00522,This is truly the duty of each one.,,,,,
afr_test_track_c_00523,"Remarkably, the entire Goukou River is located in the MBA, which offers better protection.",,,,,
afr_test_track_c_00524,It is therefore of particular importance that this Congress should exude sound realism as to what is possible.,,,,,
afr_test_track_c_00525,Especially when viewed against the unscrupulous manner in which her young life was ended.,,,,,
afr_test_track_c_00526,He was exactly right.,,,,,
afr_test_track_c_00527,But we need your help.,,,,,
afr_test_track_c_00528,These two realities must be reconciled.,,,,,
afr_test_track_c_00529,We believe that tailored and need-driven training remains one of the most important cornerstones to promoting sustainable agricultural practice.,,,,,
afr_test_track_c_00530,"Even the actors couldn't help but say one thing, which is that Jan can come to his copy and buy it.",,,,,
afr_test_track_c_00531,His death leaves a void in the entertainment world and in many of our hearts that will be felt for a long time.,,,,,
afr_test_track_c_00532,"As the nameplates on the oldest of the tree giants still indicate today, they were planted by dignitaries, sometimes visitors from far away.",,,,,
afr_test_track_c_00533,The current budget provides only 16% of the total for this.,,,,,
afr_test_track_c_00534,The information is sent to graduates who in turn process the information and compile reports.,,,,,
afr_test_track_c_00535,The diagnosis has not yet been confirmed.,,,,,
afr_test_track_c_00536,Our financial institutions are a powerful example that have sheltered us somewhat from the global economic storms.,,,,,
afr_test_track_c_00537,I am excited about the program for the development of meat grazing production systems that has been launched here at Outeniqua.,,,,,
afr_test_track_c_00538,"If you would like to receive the Newsletter on a regular basis, you can contact us by fax, e-mail or other written means.",,,,,
afr_test_track_c_00539,This investigation is currently being conducted in cooperation with a Canadian consulting firm.,,,,,
afr_test_track_c_00540,Today it is one of Africa's most precious heritage structures.,,,,,
afr_test_track_c_00541,No government - in any sphere - can take on the task of restoring people to the right path alone.,,,,,
afr_test_track_c_00542,This figure can be increased by R25 million if the plant supplies ethanol directly to a petroleum plant.,,,,,
afr_test_track_c_00543,Today's young people are not like us.,,,,,
afr_test_track_c_00544,"During the 1970s, Sita and the literary scholar Lambert Swerts corresponded regularly.",,,,,
afr_test_track_c_00545,"To the winners, I would like to say: Congratulations.",,,,,
afr_test_track_c_00546,"All these efforts, Madam Speaker and Chairman, must be accompanied by a continued drive to improve community safety and security.",,,,,
afr_test_track_c_00547,Balance is necessary and is further prescribed by our Constitution and Charter.,,,,,
afr_test_track_c_00548,Gericke's library at Stellenbosch has also deposited some of her manuscripts for preservation.,,,,,
afr_test_track_c_00549,"They hurt us, in our communities.",,,,,
afr_test_track_c_00550,"It is estimated that there are more than 10,000 items, some of which are on display in the Gerhard J. Beukes Room.",,,,,
afr_test_track_c_00551,We are here today because we live in a world that is not ideal and perfect.,,,,,
afr_test_track_c_00552,Don't treat him like a second-class citizen all the time.,,,,,
afr_test_track_c_00553,This means that it will take slightly longer to reach a higher trajectory.,,,,,
afr_test_track_c_00554,The old South Africa is gone.,,,,,
afr_test_track_c_00555,The study had to focus on one or more of the Western Cape's official languages.,,,,,
afr_test_track_c_00556,On cliff land (23.9 ha) export grapes are grown with six cultivars.,,,,,
afr_test_track_c_00557,Those who like to imagine that Afrikaans exists in a hostile environment need only refer to this book.,,,,,
afr_test_track_c_00558,We will carefully consider the inhibiting factors so that we can expedite this program as a matter of urgency.,,,,,
afr_test_track_c_00559,I am excited and I hope you are excited with me about this milestone of the Western Cape farmworker community.,,,,,
afr_test_track_c_00560,"It is slowly but surely growing stronger, and it is supported by a Constitution that cannot be equaled anywhere in the world.",,,,,
afr_test_track_c_00561,And we are doing it.,,,,,
afr_test_track_c_00562,Good luck to you who are now going to participate in the provincial competition.,,,,,
afr_test_track_c_00563,Employment training should play a key role in education provision and training in South Africa.,,,,,
afr_test_track_c_00564,It determines the aspirations of our people.,,,,,
afr_test_track_c_00565,"They work too nice here, forever and ever.",,,,,
afr_test_track_c_00566,"For five years, we attended boarding school there.",,,,,
afr_test_track_c_00567,This past week it has once again been very clear how dissatisfied fishermen are because they have not been given trade quotas.,,,,,
afr_test_track_c_00568,The Act never said she wrote the words.,,,,,
afr_test_track_c_00569,I would therefore ask the West Bank and Delft communities not to retreat after this incident.,,,,,
afr_test_track_c_00570,"Visser, further documents supplementing his grandfather's existing collection at NALN have been received.",,,,,
afr_test_track_c_00571,"We sometimes hear people say, ""What's the diffs?"".",,,,,
afr_test_track_c_00572,That cultural organisations should not become politically colored and should rather be active in culture alone.,,,,,
afr_test_track_c_00573,So let us use this state of emergency to lay the first building blocks of the necessary energy-efficient future that we cannot avoid.,,,,,
afr_test_track_c_00574,"Namely, to approach matters primarily from the point of view of the racial or ethnic group to which they belong.",,,,,
afr_test_track_c_00575,"If anyone is overlooked, we apologize (it almost sounds like Nagmal).",,,,,
afr_test_track_c_00576,We are proud of the achievements these people have made with champion wines and cheeses.,,,,,
afr_test_track_c_00577,It doesn't help that our people reach out to them and then they continue their crime.,,,,,
afr_test_track_c_00578,We must therefore give priority to ensuring that the poor white issues of the 1930's do not reappear.,,,,,
afr_test_track_c_00579,The two companies own eleven farms and currently occupy more than 26% of the Buffalo River Irrigation Scheme.,,,,,
afr_test_track_c_00580,"We look forward to the next shipment, Trienke.",,,,,
afr_test_track_c_00581,"For this reason, it is a particular honour for me to be able to exchange a few thoughts with you from an agricultural point of view.",,,,,
afr_test_track_c_00582,"Currently, these tests are done in one or two laboratories and take up to 12 months for results to be available.",,,,,
afr_test_track_c_00583,"But we must not deceive ourselves: as in all areas of society, such transformation is still in progress.",,,,,
afr_test_track_c_00584,We are on track to bring this dehumanizing system to a complete end in these areas by the end of the year.,,,,,
afr_test_track_c_00585,We will introduce measures to reduce our water loss by half by 2014.,,,,,
afr_test_track_c_00586,"Chris and Marius, and my dad and sisters grew up together on the same street!",,,,,
afr_test_track_c_00587,"Anna van Niekerk (née Holloway) was born in Kimberley in 1907, and had to receive her schooling in English.",,,,,
afr_test_track_c_00588,Another important focus for this year will be the retraining of unemployed displaced farm workers.,,,,,
afr_test_track_c_00589,There are some of our writers who respond in greater detail to our routine inquiry for material.,,,,,
afr_test_track_c_00590,So he began looking for teachers among his acquaintances in the Cape Province.,,,,,
afr_test_track_c_00591,"On Monday morning, we were all shocked by the terrible accident in which farm workers lost their lives on their way to work.",,,,,
afr_test_track_c_00592,"The crisis has cost our economy some 900,000 jobs.",,,,,
afr_test_track_c_00593,"In time, it fell into disrepair.",,,,,
afr_test_track_c_00594,The conflicting statements about this man S. J.,,,,,
afr_test_track_c_00595,I think of the men who make babies but then refuse to accept the responsibility of fatherhood.,,,,,
afr_test_track_c_00596,"The Western Cape consumes approximately 1,739 million liters of petroleum annually.",,,,,
afr_test_track_c_00597,So we must continue to support the mining industry.,,,,,
afr_test_track_c_00598,Prof. Beukes is once again a member of the delegation.,,,,,
afr_test_track_c_00599,"Negotiations were also made for the donation of their books, which have since been published here.",,,,,
afr_test_track_c_00600,My ancestors arrived here in the 17th century.,,,,,
afr_test_track_c_00601,"Obviously, the uncertainties surrounding the political transition may raise more questions than there are answers.",,,,,
afr_test_track_c_00602,"By our actions, we must change this situation.",,,,,
afr_test_track_c_00603,"Then we undermine the quality of education, and then we undermine the very essence of the practice of science.",,,,,
afr_test_track_c_00604,Welcome's idea is to raise funds for the school through the Ziphathe network.,,,,,
afr_test_track_c_00605,We must involve all people in promoting peace and security.,,,,,
afr_test_track_c_00606,Macadamia and pecan trees and jojoba bushes have also been planted.,,,,,
afr_test_track_c_00607,That same night he died quietly... and Anna was so grateful that she could do that for him!,,,,,
afr_test_track_c_00608,The work of bringing that South Africa into being has begun.,,,,,
afr_test_track_c_00609,The giant growth in the global need for capital goods creates supply problems.,,,,,
afr_test_track_c_00610,"Among other things, we must ensure that we produce more and better products that can compete in overseas markets.",,,,,
afr_test_track_c_00611,Together we are all the hope of our rainbow nation.,,,,,
afr_test_track_c_00612,Here our children (five sisters and three brothers) grew up.,,,,,
afr_test_track_c_00613,The Constitution obliges us to do so.,,,,,
afr_test_track_c_00614,Devolution of power on a geographical basis is firmly established.,,,,,
afr_test_track_c_00615,We welcome today Dr. Imtiaz Sooliman of Gift of the Givers to this house.,,,,,
afr_test_track_c_00616,"As we stand together across our country, we must also understand that we are now dealing with ""Business Outside the Ordinary""!",,,,,
afr_test_track_c_00617,"SITA together with two private companies, Pinnacle Micro and Sourcecom Technology Solutions, will provide 25 computers to Dalrose.",,,,,
afr_test_track_c_00618,And I think of the men and women who squander their hard-earned wages and fail to manage responsibly.,,,,,
afr_test_track_c_00619,These will be significant steps towards the ideal of a constellation of literary museums/institutions.,,,,,
afr_test_track_c_00620,Here is a brief background on the 'Mini Drug Master Plan' for farm workers which Minister Dowry officially signed and launched on Monday.,,,,,
afr_test_track_c_00621,Afrikaans was considered the language of the oppressor.,,,,,
afr_test_track_c_00622,Cultural activities are thus used as a mechanism to reassert certain values on farms.,,,,,
afr_test_track_c_00623,"In Malaysia, they're working on their seventh five-year plan and they're talking about Vision 2020.",,,,,
afr_test_track_c_00624,He was also an advisory editor of the Standard Encyclopaedia of Southern Africa.,,,,,
afr_test_track_c_00625,This is apparently the only painting Du Plessis ever painted.,,,,,
afr_test_track_c_00626,"In terms of supply, Eskom is busy ensuring the introduction of co-generation projects as a necessity.",,,,,
afr_test_track_c_00627,It is an achievement to be proud of.,,,,,
afr_test_track_c_00628,"There is daily, in both poor and rich neighborhoods, fear of the possibility of a violent attack.",,,,,
afr_test_track_c_00629,The examples of your success story are wide-ranging.,,,,,
afr_test_track_c_00630,I would like to tell you what the department's direct and indirect contribution to the project is.,,,,,
afr_test_track_c_00631,"As an adult woman, Mieke continued her correspondence with Sita, and - surely inspired by Sita - began writing herself.",,,,,
afr_test_track_c_00632,"I have full confidence in my head of department, Joyene Isaacs.",,,,,
afr_test_track_c_00633,I would like to wish you all the best and assure you that we will follow your progress with interest.,,,,,
afr_test_track_c_00634,"And as everyone knows, no Free State visitor misses a visit to Cape Town!",,,,,
afr_test_track_c_00635,Thousands of women and children are subjected to violence and sexual abuse in their own homes.,,,,,
afr_test_track_c_00636,"Arriving in the Honiball Room, we look again at the series of original drawings of the three magazine series produced by T.O.",,,,,
afr_test_track_c_00637,"Therefore, this initiative is all the more important because it seems that the community does not forget its children in the case.",,,,,
afr_test_track_c_00638,It will only make our problems worse.,,,,,
